transaction_id,item_id,item_name,transaction_date,quantity,price,customer_id
66,4,Seat,2023-01-07,47,461.71,24
67,10,Story,2023-08-13,20,91.15,26
68,4,Dinner,2023-07-31,31,104.53,17
69,8,Agree,2023-12-08,22,424.09,29
70,8,Dinner,2023-01-05,26,148.56,30
71,8,Clear,2023-12-15,42,156.98,3
72,1,Clear,2023-08-22,9,237.17,1
73,10,Story,2023-10-14,36,5.63,23
74,2,Choose,2023-04-27,46,439.9,30
75,7,Maybe,2023-07-13,48,465.71,26
76,7,Story,2023-09-17,49,195.83,6
77,4,Maybe,2023-06-26,19,335.66,27
78,5,Story,2023-05-02,46,56.44,1
79,7,Clear,2023-04-05,5,38.81,22
80,6,Skin,2023-07-05,3,51.53,22
81,10,Strategy,2023-04-27,2,429.67,21
82,3,Clear,2023-03-24,30,475.97,2
83,9,Maybe,2023-08-08,33,69.64,4
84,5,Available,2023-06-23,37,63.36,22
85,8,Dinner,2023-07-31,34,312.58,9
86,4,Maybe,2023-08-11,1,123.62,1
87,8,Clear,2023-03-23,45,410.32,7
88,7,Skin,2023-06-05,46,11.13,15
89,7,Clear,2023-12-29,14,114.59,26
90,3,Clear,2023-09-22,4,38.87,17
91,6,Skin,2023-09-02,33,112.68,22
92,10,Clear,2023-01-29,42,278.35,8
93,1,Dinner,2023-12-08,11,95.84,19
94,10,Seat,2023-06-04,45,319.44,25
95,5,Agree,2023-12-17,5,116.46,22
96,6,Agree,2023-05-19,29,145.98,30
97,6,Skin,2023-03-26,7,145.79,18
98,10,Dinner,2023-01-15,45,70.34,28
99,10,Skin,2023-04-24,10,30.58,11
100,1,Clear,2023-08-18,29,196.64,16
101,1,Clear,2023-03-11,23,431.9,29
102,9,Maybe,2023-01-05,22,282.95,16
103,8,Clear,2023-02-18,37,72.24,13
104,10,Maybe,2023-11-04,15,311.82,19
105,4,Story,2023-01-25,12,416.64,18
106,1,Agree,2023-06-20,13,318.33,3
107,1,Agree,2023-03-30,33,329.18,13
108,4,Agree,2023-06-23,4,426.14,24
109,4,Story,2023-02-27,38,389.52,22
110,9,Choose,2023-11-14,10,307.98,3
111,9,Clear,2023-07-23,8,457.19,21
112,4,Choose,2023-02-12,44,305.16,14
113,3,Dinner,2023-07-02,44,278.06,29
114,9,Seat,2023-09-24,40,185.92,8
115,1,Clear,2023-08-27,27,471.06,30
116,8,Agree,2023-12-08,13,431.17,27
117,9,Story,2023-10-05,7,45.37,3
118,10,Choose,2023-10-27,48,348.73,8
119,10,Clear,2023-08-23,24,467.7,1
120,8,Strategy,2023-12-07,1,319.41,6
121,2,Choose,2023-10-15,35,143.13,2
122,3,Available,2023-01-09,39,341.47,7
123,10,Story,2023-02-02,19,130.13,18
124,3,Clear,2023-09-21,9,394.8,5
125,3,Strategy,2023-05-07,44,224.92,27
126,10,Clear,2023-02-07,24,285.01,18
127,4,Story,2023-10-29,44,364.53,15
128,4,Clear,2023-05-04,41,477.16,29
129,3,Skin,2023-12-20,48,403.08,22
130,7,Seat,2023-08-15,33,402.0,27
131,5,Choose,2023-09-25,17,328.9,4
132,5,Story,2023-09-11,27,439.69,7
133,5,Maybe,2023-06-14,37,460.9,24
134,5,Story,2023-01-27,50,304.24,29
135,6,Choose,2023-03-14,25,269.5,4
136,7,Dinner,2023-05-31,40,8.41,21
137,8,Clear,2023-07-17,28,238.13,29
138,9,Seat,2023-07-06,7,84.69,30
139,3,Strategy,2023-02-09,41,58.45,1
140,2,Dinner,2023-04-03,29,356.51,9
141,6,Available,2023-12-13,49,455.95,17
142,7,Story,2023-01-09,12,145.66,23
143,7,Agree,2023-12-14,16,24.25,25
144,6,Agree,2023-09-24,30,378.22,1
145,5,Maybe,2023-10-23,44,152.81,16
146,10,Maybe,2023-06-29,12,109.39,17
147,1,Clear,2023-06-05,27,247.19,17
148,7,Choose,2023-09-01,6,412.6,1
149,8,Maybe,2023-03-22,28,22.78,6
150,7,Story,2023-11-17,42,452.33,13
151,2,Strategy,2023-03-24,7,102.95,23
152,3,Clear,2023-04-19,29,14.82,12
153,1,Choose,2023-07-12,11,69.27,25
154,1,Maybe,2023-09-30,6,12.45,24
155,5,Dinner,2023-04-26,22,243.49,14
156,1,Skin,2023-10-09,30,484.98,26
157,9,Dinner,2023-09-03,32,418.25,21
158,7,Agree,2023-05-10,25,214.19,20
159,10,Strategy,2023-03-30,10,190.4,13
160,2,Agree,2023-04-17,46,107.49,19
161,1,Skin,2023-07-29,3,11.29,13
162,10,Skin,2023-07-30,22,399.57,13
163,9,Dinner,2023-06-25,41,381.16,5
164,10,Agree,2023-08-31,49,477.3,6
165,6,Available,2023-07-24,2,8.06,26
166,2,Strategy,2023-05-31,28,160.92,17
167,10,Choose,2023-07-02,18,470.36,3
168,3,Strategy,2023-03-27,23,296.52,19
169,10,Agree,2023-12-06,32,439.92,21
170,7,Maybe,2023-05-19,43,374.48,24
171,7,Maybe,2023-02-07,28,35.18,23
172,2,Agree,2023-09-12,42,428.34,15
173,5,Strategy,2023-10-26,48,422.36,22
174,5,Choose,2023-03-04,38,9.92,2
175,1,Strategy,2023-11-25,22,476.45,25
176,8,Dinner,2023-11-22,1,382.98,2
177,1,Clear,2023-03-19,14,464.94,28
178,3,Maybe,2023-10-27,46,261.78,4
179,1,Available,2023-11-28,36,289.21,21
180,4,Agree,2023-11-23,13,266.85,10
181,8,Seat,2023-05-06,46,405.43,14
182,7,Story,2023-09-10,22,311.54,29
183,2,Dinner,2023-12-25,32,250.49,24
184,5,Clear,2023-03-25,46,89.74,1
185,8,Clear,2023-07-13,29,91.38,15
186,10,Available,2023-08-22,40,320.52,12
187,8,Clear,2023-06-30,16,71.98,23
188,6,Available,2023-01-14,34,350.33,29
189,9,Dinner,2023-10-12,37,195.57,1
190,7,Agree,2023-06-03,50,499.83,7
191,4,Choose,2023-12-18,46,344.75,28
192,2,Skin,2023-03-16,33,318.18,17
193,7,Skin,2023-06-09,2,379.39,28
194,6,Clear,2023-01-24,24,225.86,4
195,9,Maybe,2023-10-25,37,220.62,4
196,7,Choose,2023-05-22,11,181.66,15
197,10,Story,2023-07-05,49,181.16,3
198,6,Maybe,2023-12-01,21,14.28,9
199,9,Dinner,2023-01-21,5,416.95,9
200,5,Dinner,2023-02-12,45,91.8,18
201,6,Dinner,2023-11-22,17,63.91,9
202,8,Dinner,2023-03-08,30,99.38,19
203,10,Clear,2023-01-19,22,235.01,8
204,5,Story,2023-04-03,9,285.49,12
205,5,Story,2023-12-21,43,56.27,3
206,6,Available,2023-11-05,27,9.22,15
207,2,Seat,2023-02-11,45,453.56,25
208,6,Maybe,2023-03-17,3,211.2,3
209,6,Skin,2023-06-16,17,69.13,2
210,4,Seat,2023-09-07,32,215.01,10
211,7,Choose,2023-10-27,46,213.81,27
212,7,Choose,2023-01-02,10,436.38,15
213,8,Story,2023-04-29,36,100.51,18
214,7,Seat,2023-07-14,43,296.88,8
215,8,Seat,2023-12-08,11,338.81,11
216,10,Maybe,2023-05-22,11,39.38,7
217,4,Strategy,2023-04-12,35,298.41,1
218,8,Strategy,2023-02-17,17,295.14,27
219,1,Clear,2023-04-05,14,358.22,10
220,5,Agree,2023-02-12,32,441.85,3
221,2,Agree,2023-03-19,30,19.25,1
222,4,Clear,2023-12-13,14,419.87,24
223,3,Maybe,2023-08-25,10,319.81,9
224,2,Available,2023-04-04,15,347.13,15
225,7,Maybe,2023-09-09,4,499.11,19
226,4,Seat,2023-12-17,5,20.78,29
227,1,Strategy,2023-04-05,9,484.12,19
228,7,Seat,2023-02-18,35,193.98,20
229,10,Available,2023-10-13,50,488.52,23
230,6,Skin,2023-06-08,14,276.56,16
231,8,Story,2023-08-07,8,274.45,21
232,6,Choose,2023-12-05,16,251.52,17
233,9,Dinner,2023-08-20,47,255.61,6
234,7,Strategy,2023-01-31,6,399.83,22
235,6,Clear,2023-01-11,24,460.48,25
236,3,Agree,2023-12-26,44,435.29,9
237,2,Available,2023-10-02,12,155.71,14
238,5,Story,2023-01-15,21,426.85,21
239,8,Seat,2023-09-09,25,223.08,7
240,10,Story,2023-04-17,13,450.33,28
241,1,Choose,2023-03-01,46,139.86,13
242,6,Choose,2023-01-30,45,116.24,29
243,8,Maybe,2023-09-07,2,311.74,8
244,1,Strategy,2023-04-17,14,34.74,7
245,4,Strategy,2023-04-16,6,350.95,21
246,3,Clear,2023-12-14,31,388.42,5
247,7,Choose,2023-04-11,34,95.64,22
248,4,Skin,2023-10-17,35,256.0,15
249,4,Seat,2023-07-09,1,133.26,29
250,7,Strategy,2023-09-16,13,300.83,17
251,3,Skin,2023-10-07,19,344.02,25
252,4,Story,2023-01-10,22,222.23,3
253,8,Dinner,2023-08-23,9,222.88,9
254,7,Strategy,2023-01-02,6,122.25,5
255,3,Story,2023-05-17,44,98.57,24
256,6,Choose,2023-04-19,30,307.2,4
257,2,Choose,2023-06-23,3,378.18,14
258,10,Maybe,2023-12-18,7,60.14,17
259,7,Dinner,2023-02-04,11,478.68,11
260,10,Clear,2023-05-30,50,256.05,12
261,7,Agree,2023-04-02,39,299.4,1
262,9,Available,2023-03-03,34,397.1,18
263,5,Agree,2023-09-19,11,200.84,12
264,5,Clear,2023-08-10,2,2.2,6
265,10,Choose,2023-07-01,37,20.53,16
266,5,Available,2023-05-17,49,119.61,18
267,10,Clear,2023-05-03,44,395.44,8
268,6,Strategy,2023-05-01,2,405.45,8
269,2,Skin,2023-12-11,33,392.35,13
270,1,Story,2023-12-02,12,229.62,23
271,5,Available,2023-10-31,43,102.41,1
272,3,Skin,2023-03-13,9,113.39,25
273,4,Dinner,2023-12-28,27,50.25,14
274,5,Agree,2023-08-04,9,357.42,28
275,8,Strategy,2023-09-12,41,408.44,13
276,4,Available,2023-08-06,11,154.19,17
277,1,Agree,2023-08-17,31,368.28,22
278,3,Seat,2023-11-01,38,17.46,16
279,9,Seat,2023-01-01,39,420.67,14
280,8,Choose,2023-03-16,1,184.34,24
281,3,Seat,2023-11-07,24,166.63,19
282,10,Dinner,2023-04-20,41,129.36,13
283,8,Strategy,2023-06-18,33,330.61,25
284,5,Story,2023-06-30,46,115.78,8
285,9,Story,2023-11-08,31,320.82,11
286,9,Choose,2023-06-13,40,424.06,8
287,5,Clear,2023-05-22,48,463.64,4
288,2,Available,2023-09-30,25,236.12,10
289,8,Skin,2023-12-22,45,6.62,25
290,10,Dinner,2023-08-04,19,188.75,10
291,7,Dinner,2023-10-23,48,193.97,22
292,7,Skin,2023-06-11,50,429.65,6
293,3,Maybe,2023-08-03,45,176.2,30
294,1,Skin,2023-04-30,7,424.45,17
295,7,Choose,2023-07-07,5,480.78,15
296,5,Agree,2023-04-13,7,109.57,27
297,7,Maybe,2023-11-06,17,3.15,30
298,8,Skin,2023-03-30,42,301.46,3
299,10,Maybe,2023-09-12,44,206.07,9
300,2,Strategy,2023-06-05,1,437.64,4
301,3,Skin,2023-12-08,32,351.26,23
302,9,Story,2023-08-13,28,174.65,15
303,9,Dinner,2023-01-17,1,249.63,28
304,9,Skin,2023-11-11,14,324.22,15
305,5,Clear,2023-12-06,41,219.69,3
306,3,Story,2023-06-16,15,447.05,5
307,6,Available,2023-06-03,26,96.26,27
308,4,Agree,2023-08-27,43,493.81,12
309,5,Agree,2023-04-16,46,454.91,7
310,1,Available,2023-11-09,14,354.44,15
311,6,Seat,2023-02-04,50,307.44,20
312,9,Strategy,2023-02-15,33,109.36,13
313,8,Skin,2023-09-15,39,124.79,8
314,9,Agree,2023-06-03,23,377.7,5
315,7,Clear,2023-08-01,31,497.65,25
316,4,Clear,2023-10-20,45,487.64,27
317,5,Clear,2023-12-15,38,266.78,15
318,4,Seat,2023-05-03,43,281.94,14
319,6,Clear,2023-09-29,27,52.07,9
320,8,Maybe,2023-07-10,10,278.26,3
321,9,Clear,2023-03-02,21,174.75,26
322,4,Agree,2023-06-20,13,94.84,25
323,4,Choose,2023-07-08,8,198.76,19
324,6,Clear,2023-01-14,44,199.68,6
325,7,Dinner,2023-06-08,39,380.98,1
326,5,Clear,2023-07-18,43,76.38,24
327,4,Clear,2023-07-30,14,435.22,22
328,9,Strategy,2023-10-11,24,423.64,23
329,10,Choose,2023-02-27,41,419.37,14
330,5,Choose,2023-06-06,46,185.83,16
331,6,Choose,2023-03-21,40,335.96,17
332,10,Choose,2023-09-15,7,47.57,23
333,8,Agree,2023-06-08,19,483.54,22
334,4,Clear,2023-01-07,28,299.82,21
335,4,Clear,2023-07-31,7,113.02,8
336,2,Choose,2023-06-16,13,240.13,9
337,6,Strategy,2023-10-15,10,181.97,9
338,10,Available,2023-08-01,10,338.7,4
339,10,Maybe,2023-03-13,7,436.9,9
340,9,Seat,2023-04-12,17,246.38,10
341,6,Story,2023-03-22,30,376.38,18
342,10,Available,2023-08-13,2,373.41,26
343,4,Clear,2023-02-08,33,4.07,29
344,1,Skin,2023-09-25,36,122.58,17
345,1,Skin,2023-02-14,4,295.78,24
346,2,Maybe,2023-10-04,23,283.77,10
347,6,Seat,2023-05-17,28,35.09,12
348,2,Choose,2023-05-28,31,358.26,21
349,6,Seat,2023-07-25,21,42.48,18
350,5,Choose,2023-02-19,5,431.4,22
351,10,Clear,2023-07-19,39,173.95,27
352,4,Clear,2023-09-04,12,387.02,9
353,1,Maybe,2023-09-20,22,490.69,23
354,7,Story,2023-02-21,5,22.67,23
355,9,Available,2023-07-07,15,355.2,30
356,8,Story,2023-10-31,12,377.92,27
357,5,Available,2023-11-25,44,486.11,24
358,8,Dinner,2023-06-06,1,304.43,9
359,9,Story,2023-06-09,37,8.67,13
360,5,Maybe,2023-11-29,33,25.09,1
361,7,Seat,2023-11-07,50,263.17,12
362,2,Seat,2023-05-31,44,498.77,16
363,5,Choose,2023-04-04,50,311.3,15
364,1,Agree,2023-01-06,24,385.43,23
365,4,Story,2023-03-09,5,81.57,25
366,10,Seat,2023-04-02,5,225.26,14
367,6,Story,2023-07-02,44,217.8,19
368,1,Agree,2023-03-11,15,179.69,1
369,9,Agree,2023-06-14,5,474.49,10
370,3,Maybe,2023-01-03,10,369.03,7
371,8,Dinner,2023-12-01,24,421.64,20
372,6,Story,2023-09-08,5,301.43,11
373,1,Dinner,2023-07-26,24,467.23,16
374,7,Maybe,2023-06-26,3,65.15,16
375,5,Skin,2023-08-30,43,105.1,30
376,3,Dinner,2023-12-25,9,7.94,11
377,7,Clear,2023-05-11,49,339.72,17
378,3,Agree,2023-07-28,18,69.16,19
379,7,Maybe,2023-02-23,12,482.26,26
380,8,Dinner,2023-08-29,23,3.75,8
381,2,Skin,2023-06-17,10,192.51,14
382,1,Available,2023-11-12,1,440.93,18
383,9,Clear,2023-05-29,11,25.33,29
384,6,Story,2023-02-12,29,8.5,5
385,2,Maybe,2023-02-14,20,248.06,12
386,10,Strategy,2023-03-11,22,151.8,28
387,4,Maybe,2023-10-29,18,392.16,17
388,3,Choose,2023-06-14,16,81.7,29
389,5,Agree,2023-12-26,48,55.29,28
390,6,Choose,2023-06-12,40,410.08,14
391,7,Skin,2023-08-14,36,480.9,6
392,7,Available,2023-04-17,1,67.14,30
393,5,Choose,2023-02-07,48,364.74,7
394,4,Strategy,2023-09-15,16,431.16,11
395,5,Agree,2023-06-26,36,338.33,24
396,8,Story,2023-11-22,48,42.91,24
397,1,Agree,2023-02-08,28,301.54,27
398,10,Dinner,2023-11-19,50,180.81,22
399,8,Story,2023-09-08,49,81.0,1
400,9,Story,2023-01-30,1,209.51,17
401,8,Strategy,2023-01-09,40,403.72,20
402,9,Agree,2023-05-24,4,46.43,6
403,3,Dinner,2023-08-26,7,290.67,17
404,2,Seat,2023-12-29,5,253.54,23
405,5,Maybe,2023-12-23,27,452.52,15
406,1,Clear,2023-09-10,28,152.94,24
407,10,Dinner,2023-10-13,3,402.54,4
408,3,Strategy,2023-12-24,46,68.84,2
409,4,Strategy,2023-03-05,19,123.72,14
410,2,Skin,2023-10-11,1,404.14,4
411,7,Skin,2023-07-08,43,430.34,15
412,8,Choose,2023-11-27,42,145.41,27
413,3,Available,2023-07-24,33,468.1,12
414,3,Dinner,2023-12-04,13,20.23,20
415,8,Available,2023-04-11,8,493.94,25
416,4,Agree,2023-08-23,7,342.5,2
417,7,Available,2023-04-03,3,224.35,7
418,4,Seat,2023-11-29,15,108.05,19
419,9,Available,2023-06-23,15,36.76,22
420,7,Dinner,2023-04-29,9,178.3,18
421,8,Choose,2023-11-16,46,491.22,1
422,1,Clear,2023-08-10,7,92.19,24
423,10,Clear,2023-01-03,4,134.29,13
424,2,Choose,2023-11-03,31,68.79,14
425,1,Skin,2023-05-31,25,357.7,1
426,5,Skin,2023-03-05,44,421.37,18
427,9,Skin,2023-12-25,39,402.7,20
428,9,Available,2023-11-22,22,341.06,22
429,10,Clear,2023-11-13,22,487.72,15
430,10,Available,2023-06-27,49,429.92,11
431,5,Seat,2023-04-24,1,336.84,17
432,1,Clear,2023-06-09,44,365.43,12
433,5,Clear,2023-07-15,42,376.81,15
434,6,Choose,2023-06-07,7,104.07,24
435,6,Dinner,2023-12-11,9,456.18,23
436,3,Seat,2023-06-18,47,169.72,19
437,9,Dinner,2023-10-04,10,238.57,16
438,4,Story,2023-11-26,26,1.02,13
439,6,Available,2023-02-10,31,355.2,25
440,1,Story,2023-02-11,26,73.35,1
441,4,Seat,2023-03-21,40,439.04,15
442,5,Seat,2023-11-09,7,95.14,11
443,8,Strategy,2023-01-20,22,55.75,6
444,10,Clear,2023-08-01,20,204.78,9
445,2,Seat,2023-05-30,1,91.97,22
446,6,Maybe,2023-09-26,7,315.73,20
447,5,Dinner,2023-09-25,21,462.76,18
448,7,Dinner,2023-04-05,8,344.04,26
449,10,Agree,2023-05-19,19,296.08,18
450,3,Dinner,2023-09-03,23,159.58,30
451,10,Strategy,2023-04-14,43,401.14,17
452,8,Available,2023-07-08,33,126.96,28
453,4,Choose,2023-02-20,28,462.75,30
454,2,Available,2023-11-16,18,400.33,16
455,7,Story,2023-02-12,3,41.04,13
456,9,Choose,2023-12-18,23,97.21,28
457,8,Skin,2023-06-02,47,381.74,25
458,3,Story,2023-07-28,6,260.34,1
459,4,Seat,2023-08-02,30,476.35,13
460,4,Agree,2023-08-24,35,210.61,18
461,5,Choose,2023-07-03,44,322.7,16
462,2,Maybe,2023-01-29,3,159.41,18
463,4,Dinner,2023-06-12,15,393.53,19
464,2,Agree,2023-10-28,13,235.2,6
465,4,Agree,2023-08-07,44,482.98,21
466,2,Maybe,2023-04-05,45,448.29,22
467,8,Story,2023-03-21,46,289.76,18
468,5,Agree,2023-12-17,24,311.61,29
469,1,Dinner,2023-07-29,45,71.04,23
470,2,Story,2023-06-22,43,6.3,13
471,3,Clear,2023-05-10,20,209.42,25
472,8,Seat,2023-04-27,26,260.19,13
473,9,Story,2023-05-18,16,202.56,23
474,4,Seat,2023-12-08,16,254.57,16
475,3,Skin,2023-09-02,15,118.32,22
476,6,Seat,2023-09-04,39,315.67,11
477,3,Strategy,2023-02-08,50,352.69,15
478,5,Strategy,2023-06-10,19,493.13,15
479,4,Story,2023-02-13,32,220.22,21
480,1,Skin,2023-12-15,20,175.8,16
481,2,Skin,2023-05-21,23,459.57,10
482,2,Maybe,2023-01-09,45,166.46,25
483,3,Strategy,2023-06-26,23,126.65,9
484,5,Strategy,2023-05-24,39,145.6,13
485,4,Maybe,2023-04-11,23,20.14,20
486,6,Available,2023-10-21,36,121.3,12
487,3,Skin,2023-10-23,42,303.16,6
488,10,Maybe,2023-10-09,34,313.58,7
489,4,Dinner,2023-08-27,46,169.46,23
490,6,Seat,2023-09-07,1,479.69,12
491,6,Strategy,2023-05-29,20,328.55,21
492,9,Maybe,2023-04-04,10,135.14,3
493,4,Story,2023-11-19,15,278.25,7
494,7,Maybe,2023-06-23,12,122.94,18
495,2,Story,2023-10-20,44,373.93,19
496,3,Choose,2023-01-20,44,450.11,26
497,10,Skin,2023-11-12,10,234.22,23
498,5,Dinner,2023-06-03,19,21.08,20
499,3,Story,2023-09-21,13,312.05,5
500,8,Story,2023-06-04,19,463.9,3
501,10,Strategy,2023-12-14,26,183.63,19
502,7,Dinner,2023-01-17,50,69.73,29
503,8,Available,2023-06-17,4,107.46,29
504,10,Available,2023-02-18,49,207.23,7
505,3,Seat,2023-03-06,50,95.57,20
506,2,Maybe,2023-05-10,17,465.53,12
507,7,Choose,2023-07-26,49,394.52,4
508,2,Strategy,2023-10-19,5,432.02,13
509,6,Story,2023-06-21,49,427.42,29
510,1,Skin,2023-12-30,27,211.41,12
511,2,Seat,2023-01-02,23,108.07,5
512,3,Dinner,2023-05-08,2,423.9,21
513,6,Agree,2023-08-01,25,431.98,28
514,4,Story,2023-09-13,35,353.63,29
515,4,Choose,2023-01-07,24,254.89,24
516,6,Skin,2023-06-14,41,144.12,20
517,1,Story,2023-08-25,49,263.78,4
518,6,Seat,2023-12-26,9,15.63,29
519,7,Maybe,2023-11-28,14,145.65,11
520,7,Story,2023-06-17,40,91.88,29
521,5,Story,2023-03-26,18,277.42,13
522,2,Maybe,2023-02-11,42,82.39,21
523,10,Story,2023-10-03,19,95.25,20
524,7,Maybe,2023-11-25,35,244.47,13
525,3,Available,2023-10-18,15,226.29,27
526,7,Choose,2023-12-28,48,57.65,23
527,6,Strategy,2023-05-23,13,282.02,10
528,8,Seat,2023-07-18,31,142.86,21
529,4,Strategy,2023-12-09,9,304.75,26
530,8,Skin,2023-01-15,43,37.43,12
531,3,Choose,2023-03-01,6,372.98,6
532,10,Seat,2023-06-04,20,473.6,5
533,2,Seat,2023-03-23,39,419.41,26
534,5,Available,2023-10-29,43,478.17,20
535,7,Choose,2023-06-07,28,277.26,29
536,10,Story,2023-04-12,25,349.29,3
537,4,Seat,2023-12-27,23,344.59,25
538,5,Maybe,2023-04-15,1,98.81,27
539,5,Story,2023-07-13,31,10.13,12
540,2,Maybe,2023-06-28,13,48.91,12
541,4,Seat,2023-12-01,12,479.6,1
542,4,Choose,2023-09-16,7,132.23,3
543,1,Available,2023-04-03,21,79.37,21
544,6,Seat,2023-04-03,5,261.17,25
545,1,Clear,2023-10-31,13,246.36,23
546,7,Maybe,2023-10-05,20,130.68,12
547,8,Choose,2023-10-11,38,348.92,13
548,4,Agree,2023-07-05,27,70.91,19
549,3,Strategy,2023-12-06,21,357.42,1
550,10,Maybe,2023-07-10,18,28.39,12
551,1,Skin,2023-07-01,19,13.22,18
552,7,Skin,2023-04-27,2,121.82,23
553,5,Story,2023-05-29,8,120.55,4
554,10,Seat,2023-11-13,17,478.32,9
555,7,Choose,2023-06-26,27,183.68,6
556,7,Story,2023-03-15,44,164.71,13
557,7,Maybe,2023-12-04,49,288.43,13
558,7,Choose,2023-11-29,36,117.0,2
559,6,Dinner,2023-08-12,1,8.87,20
560,7,Skin,2023-08-31,34,340.82,4
561,10,Skin,2023-05-25,45,46.33,30
562,6,Seat,2023-04-25,17,438.54,9
563,5,Seat,2023-02-05,16,30.9,8
564,8,Skin,2023-05-18,43,321.21,16
565,10,Choose,2023-04-09,41,25.86,11
566,7,Story,2023-03-17,11,171.01,28
567,7,Strategy,2023-07-04,40,91.43,7
568,4,Skin,2023-05-08,32,334.85,7
569,3,Agree,2023-11-26,32,316.54,22
570,9,Dinner,2023-11-22,48,112.51,8
571,2,Agree,2023-02-06,14,141.99,3
572,6,Choose,2023-10-09,13,346.61,9
573,1,Strategy,2023-04-08,28,223.56,25
574,3,Dinner,2023-12-23,30,312.64,6
575,2,Strategy,2023-04-29,39,430.6,24
576,8,Dinner,2023-08-24,47,122.78,11
577,5,Choose,2023-11-03,22,159.7,30
578,8,Clear,2023-06-04,34,445.65,11
579,10,Agree,2023-09-17,40,26.92,6
580,1,Agree,2023-11-12,6,36.93,13
581,9,Story,2023-09-21,7,422.26,26
582,6,Choose,2023-08-22,17,52.3,2
583,9,Skin,2023-07-04,18,324.12,10
584,1,Available,2023-12-03,46,404.92,24
585,4,Maybe,2023-02-11,13,348.98,10
586,4,Clear,2023-07-20,22,256.11,20
587,3,Choose,2023-01-05,42,306.12,3
588,8,Skin,2023-09-05,31,258.54,15
589,5,Available,2023-11-21,5,167.72,19
590,4,Agree,2023-08-26,6,339.79,19
591,1,Maybe,2023-05-17,40,102.81,10
592,5,Dinner,2023-10-15,32,403.01,7
593,9,Dinner,2023-09-23,22,245.43,8
594,10,Agree,2023-05-20,35,391.94,28
595,5,Agree,2023-03-05,46,330.41,5
596,4,Agree,2023-05-25,8,33.19,21
597,1,Dinner,2023-07-25,11,397.08,21
598,3,Story,2023-10-15,1,193.95,4
599,10,Skin,2023-02-14,46,458.0,17
600,9,Story,2023-10-05,14,398.94,8
601,4,Agree,2023-03-24,39,7.86,5
602,3,Choose,2023-01-07,49,257.53,2
603,9,Dinner,2023-04-19,20,51.71,18
