transaction_id,item_id,transaction_date,quantity,price,customer_id,item_name
115,3,2023-01-28,22,467.86,24,Item_C
116,4,2023-01-31,5,100.81,28,Item_D
117,8,2023-06-21,42,287.67,22,Item_H
118,6,2023-05-29,13,166.74,8,Item_F
119,1,2023-04-27,15,201.52,15,Item_A
120,8,2023-10-03,12,26.75,9,Item_H
121,2,2023-11-13,1,267.64,16,Item_B
122,3,2023-11-25,28,245.36,3,Item_C
123,9,2023-11-29,19,51.0,11,Item_I
124,6,2023-05-27,14,292.13,24,Item_F
125,2,2023-07-26,11,26.28,2,Item_B
126,2,2023-07-03,11,139.49,14,Item_B
127,10,2023-12-30,20,45.54,30,Item_J
128,10,2023-01-28,44,387.16,10,Item_J
129,1,2023-02-21,39,242.88,6,Item_A
130,6,2023-08-02,15,490.98,4,Item_F
131,6,2023-01-29,47,423.18,12,Item_F
132,2,2023-03-10,23,94.21,5,Item_B
133,7,2023-01-22,44,288.89,1,Item_G
134,8,2023-09-30,40,452.8,14,Item_H
135,6,2023-03-02,25,200.25,18,Item_F
136,6,2023-07-13,49,187.37,30,Item_F
137,4,2023-07-23,9,274.96,7,Item_D
138,10,2023-01-24,3,228.51,27,Item_J
139,7,2023-04-07,31,184.38,23,Item_G
140,8,2023-01-19,25,21.85,29,Item_H
141,5,2023-11-12,17,301.6,23,Item_E
142,10,2023-12-28,29,135.19,9,Item_J
143,9,2023-04-28,8,298.92,4,Item_I
144,10,2023-09-26,7,242.43,5,Item_J
145,2,2023-09-25,3,497.44,10,Item_B
146,1,2023-10-18,39,310.66,16,Item_A
147,3,2023-07-25,34,11.13,23,Item_C
148,9,2023-07-26,14,432.56,14,Item_I
149,5,2023-02-19,17,452.39,28,Item_E
150,5,2023-05-20,12,19.94,21,Item_E
151,2,2023-12-08,23,265.28,16,Item_B
152,10,2023-09-01,45,6.98,9,Item_J
153,8,2023-10-07,7,75.73,14,Item_H
154,2,2023-01-02,13,226.34,30,Item_B
155,10,2023-11-20,14,474.73,9,Item_J
156,1,2023-10-13,35,104.67,23,Item_A
157,7,2023-02-10,1,319.86,5,Item_G
158,4,2023-09-14,7,189.24,8,Item_D
159,10,2023-06-17,27,178.74,18,Item_J
160,5,2023-07-01,42,168.82,2,Item_E
161,1,2023-07-18,38,294.32,13,Item_A
162,10,2023-03-03,18,114.65,3,Item_J
163,2,2023-07-03,12,275.77,7,Item_B
164,8,2023-12-11,14,318.95,7,Item_H
165,9,2023-11-10,47,486.42,5,Item_I
166,1,2023-02-05,42,275.31,5,Item_A
167,1,2023-05-30,41,190.12,1,Item_A
168,5,2023-02-28,16,278.72,18,Item_E
169,8,2023-06-23,3,61.07,19,Item_H
170,10,2023-02-05,43,431.84,22,Item_J
171,6,2023-09-10,20,484.73,20,Item_F
172,3,2023-01-03,2,496.66,2,Item_C
173,1,2023-11-30,9,235.27,28,Item_A
174,3,2023-05-26,49,36.76,20,Item_C
175,4,2023-05-10,26,47.34,9,Item_D
176,5,2023-08-29,43,47.86,29,Item_E
177,5,2023-02-24,30,33.03,26,Item_E
178,2,2023-08-12,5,406.4,11,Item_B
179,10,2023-04-09,25,384.32,16,Item_J
180,10,2023-02-28,22,10.38,16,Item_J
181,5,2023-11-11,17,158.31,29,Item_E
182,3,2023-10-22,27,361.55,28,Item_C
183,7,2023-10-08,9,83.49,24,Item_G
184,4,2023-07-22,18,242.48,27,Item_D
185,8,2023-12-20,25,428.67,25,Item_H
186,9,2023-09-11,46,350.1,15,Item_I
187,3,2023-04-18,22,51.66,21,Item_C
188,1,2023-05-21,13,213.37,26,Item_A
189,4,2023-07-20,4,197.68,20,Item_D
190,1,2023-09-04,20,290.2,1,Item_A
191,1,2023-08-29,13,77.22,27,Item_A
192,7,2023-08-29,39,391.12,5,Item_G
193,8,2023-08-20,43,202.65,16,Item_H
194,6,2023-03-02,43,249.05,19,Item_F
195,5,2023-07-17,28,163.96,6,Item_E
196,5,2023-01-13,35,227.19,25,Item_E
197,2,2023-09-22,33,59.41,23,Item_B
198,8,2023-04-03,34,305.24,3,Item_H
199,2,2023-01-05,2,138.88,9,Item_B
200,9,2023-05-07,8,110.2,6,Item_I
201,9,2023-11-07,41,416.22,10,Item_I
202,8,2023-02-20,33,1.6,26,Item_H
203,10,2023-11-04,48,207.47,4,Item_J
204,10,2023-06-15,48,288.17,10,Item_J
205,1,2023-07-08,11,233.34,15,Item_A
206,8,2023-11-05,22,72.56,7,Item_H
207,3,2023-01-23,4,323.21,25,Item_C
208,9,2023-01-14,1,458.71,28,Item_I
209,1,2023-06-15,36,45.91,18,Item_A
210,2,2023-12-19,10,429.92,3,Item_B
211,4,2023-09-07,4,439.89,17,Item_D
212,8,2023-06-07,10,56.82,25,Item_H
213,7,2023-07-17,4,400.32,21,Item_G
214,1,2023-05-12,8,446.84,27,Item_A
215,5,2023-11-19,47,282.7,17,Item_E
216,5,2023-08-16,3,156.29,30,Item_E
217,5,2023-03-19,35,203.48,3,Item_E
218,9,2023-03-12,31,401.89,28,Item_I
219,7,2023-07-03,36,145.16,3,Item_G
220,4,2023-01-26,2,339.97,26,Item_D
221,4,2023-03-10,39,400.07,13,Item_D
222,3,2023-12-07,8,157.17,4,Item_C
223,1,2023-12-20,17,319.45,9,Item_A
224,3,2023-11-08,42,323.22,5,Item_C
225,9,2023-05-16,27,360.52,28,Item_I
226,1,2023-03-17,39,449.82,5,Item_A
227,5,2023-06-12,28,270.9,7,Item_E
228,9,2023-04-06,8,127.04,13,Item_I
229,1,2023-02-26,15,381.07,4,Item_A
230,2,2023-11-23,12,190.43,11,Item_B
231,8,2023-03-25,31,386.56,15,Item_H
232,9,2023-08-31,12,367.39,5,Item_I
233,7,2023-08-18,11,436.91,26,Item_G
234,1,2023-01-02,45,65.41,22,Item_A
235,7,2023-10-03,38,486.8,8,Item_G
236,9,2023-06-28,23,377.7,3,Item_I
237,1,2023-04-13,18,311.17,29,Item_A
238,2,2023-07-20,2,235.52,21,Item_B
239,5,2023-12-13,27,221.39,13,Item_E
240,3,2023-04-18,41,381.19,10,Item_C
241,9,2023-11-05,10,314.62,4,Item_I
242,9,2023-08-24,8,41.07,11,Item_I
243,2,2023-07-19,30,313.42,22,Item_B
244,5,2023-10-02,27,115.69,1,Item_E
245,10,2023-05-09,30,397.2,11,Item_J
246,2,2023-06-18,34,10.7,9,Item_B
247,5,2023-02-24,16,147.44,21,Item_E
248,7,2023-10-29,26,96.92,26,Item_G
249,5,2023-12-11,16,372.75,24,Item_E
250,3,2023-01-06,43,343.21,30,Item_C
251,4,2023-01-20,8,49.77,23,Item_D
252,1,2023-01-28,32,230.33,4,Item_A
253,5,2023-09-19,21,410.59,7,Item_E
254,6,2023-03-13,7,273.22,27,Item_F
255,5,2023-12-11,22,337.68,16,Item_E
256,6,2023-05-30,42,414.23,3,Item_F
257,4,2023-01-06,24,155.85,12,Item_D
258,5,2023-06-28,10,216.95,3,Item_E
259,3,2023-10-20,48,203.33,25,Item_C
260,7,2023-03-10,29,419.42,14,Item_G
261,10,2023-06-25,41,447.46,16,Item_J
262,7,2023-11-01,41,158.32,28,Item_G
263,10,2023-12-12,2,468.38,27,Item_J
264,5,2023-02-08,9,485.07,25,Item_E
265,5,2023-05-02,48,260.18,18,Item_E
266,7,2023-05-12,42,472.18,11,Item_G
267,4,2023-06-03,12,464.82,23,Item_D
268,6,2023-06-12,37,95.14,2,Item_F
269,7,2023-10-15,31,122.6,24,Item_G
270,8,2023-07-28,31,146.43,11,Item_H
271,1,2023-09-16,8,170.5,29,Item_A
272,7,2023-09-10,9,474.81,15,Item_G
273,7,2023-01-29,47,98.6,26,Item_G
274,8,2023-02-11,26,248.51,17,Item_H
275,9,2023-08-06,5,194.91,19,Item_I
276,10,2023-04-30,21,349.2,12,Item_J
277,6,2023-04-13,34,80.95,12,Item_F
278,10,2023-02-20,22,347.56,3,Item_J
279,1,2023-01-29,26,119.85,24,Item_A
280,5,2023-04-25,22,499.62,22,Item_E
281,10,2023-03-14,31,249.7,19,Item_J
282,5,2023-05-24,47,273.51,7,Item_E
283,8,2023-07-16,25,10.68,12,Item_H
284,5,2023-03-15,48,459.86,20,Item_E
285,6,2023-02-02,21,201.67,20,Item_F
286,1,2023-12-09,33,51.71,20,Item_A
287,1,2023-10-20,7,194.34,16,Item_A
288,2,2023-10-12,18,208.69,13,Item_B
289,5,2023-07-29,41,183.65,27,Item_E
290,5,2023-08-02,27,18.2,26,Item_E
291,9,2023-02-27,9,30.84,3,Item_I
292,1,2023-09-30,10,384.03,6,Item_A
293,1,2023-03-29,44,248.41,18,Item_A
294,10,2023-05-12,32,320.9,15,Item_J
295,7,2023-08-08,33,311.29,24,Item_G
296,1,2023-12-30,42,59.02,30,Item_A
297,3,2023-12-01,30,179.31,7,Item_C
298,6,2023-04-07,10,184.41,5,Item_F
299,2,2023-09-09,26,228.63,6,Item_B
300,1,2023-09-05,8,287.83,3,Item_A
301,4,2023-08-21,10,188.28,3,Item_D
302,5,2023-04-28,30,85.89,13,Item_E
303,8,2023-10-31,45,235.56,10,Item_H
304,3,2023-04-07,42,4.59,25,Item_C
305,6,2023-05-25,43,49.67,9,Item_F
306,8,2023-10-26,45,92.59,26,Item_H
307,1,2023-05-12,17,334.82,2,Item_A
308,5,2023-12-27,36,413.72,14,Item_E
309,10,2023-04-28,40,474.74,6,Item_J
310,5,2023-09-22,27,365.15,8,Item_E
311,3,2023-12-04,22,201.52,27,Item_C
312,6,2023-10-09,33,20.45,10,Item_F
313,5,2023-06-26,46,152.56,13,Item_E
314,7,2023-12-16,18,468.42,11,Item_G
315,1,2023-11-19,36,412.7,15,Item_A
316,4,2023-11-16,25,94.29,6,Item_D
317,4,2023-10-08,13,25.0,8,Item_D
318,1,2023-08-30,26,41.81,12,Item_A
319,8,2023-09-29,3,397.53,3,Item_H
320,5,2023-04-02,23,119.33,13,Item_E
321,8,2023-09-24,8,82.8,12,Item_H
322,10,2023-03-27,15,484.11,7,Item_J
323,9,2023-12-30,26,368.29,11,Item_I
324,1,2023-09-08,13,350.18,20,Item_A
325,3,2023-06-02,27,399.72,25,Item_C
326,9,2023-05-05,17,358.79,17,Item_I
327,3,2023-09-05,48,201.62,13,Item_C
328,3,2023-06-17,25,70.98,24,Item_C
329,6,2023-09-14,32,330.63,9,Item_F
330,8,2023-12-04,49,258.42,6,Item_H
331,6,2023-06-01,42,303.3,23,Item_F
332,6,2023-06-16,39,101.25,24,Item_F
333,8,2023-12-26,16,192.09,15,Item_H
334,7,2023-11-07,13,110.53,8,Item_G
335,8,2023-03-01,27,445.86,19,Item_H
336,10,2023-08-08,32,322.81,26,Item_J
337,1,2023-03-01,35,329.41,9,Item_A
338,2,2023-11-19,49,456.68,12,Item_B
339,6,2023-08-22,16,158.23,24,Item_F
340,8,2023-12-29,48,446.92,16,Item_H
341,8,2023-06-14,20,496.48,26,Item_H
342,1,2023-02-09,30,167.01,6,Item_A
343,4,2023-05-08,29,361.82,13,Item_D
344,8,2023-12-16,2,121.66,28,Item_H
345,1,2023-02-27,27,158.02,25,Item_A
346,10,2023-05-05,8,39.46,28,Item_J
347,5,2023-03-13,27,355.98,5,Item_E
348,5,2023-09-22,36,442.65,17,Item_E
349,8,2023-10-21,8,212.06,10,Item_H
350,3,2023-12-20,36,221.27,4,Item_C
351,6,2023-09-13,30,27.12,17,Item_F
352,5,2023-02-21,20,400.25,23,Item_E
353,5,2023-06-06,2,229.92,4,Item_E
354,9,2023-01-12,9,42.49,24,Item_I
355,8,2023-04-23,27,377.01,27,Item_H
356,1,2023-11-04,13,314.57,21,Item_A
357,6,2023-08-22,16,100.3,29,Item_F
358,8,2023-03-21,46,476.77,7,Item_H
359,9,2023-01-01,41,450.67,20,Item_I
360,9,2023-08-14,36,210.09,25,Item_I
361,10,2023-08-08,23,25.74,27,Item_J
362,8,2023-02-07,8,413.04,7,Item_H
363,3,2023-07-15,49,349.84,18,Item_C
364,8,2023-01-02,16,464.68,8,Item_H
365,3,2023-02-28,41,427.37,20,Item_C
366,6,2023-10-13,18,337.12,2,Item_F
367,6,2023-01-11,41,207.69,27,Item_F
368,7,2023-11-21,1,447.62,1,Item_G
369,4,2023-06-29,34,232.83,26,Item_D
370,9,2023-04-12,48,242.41,9,Item_I
371,5,2023-06-12,2,102.25,1,Item_E
372,2,2023-08-20,27,411.83,28,Item_B
373,8,2023-11-05,22,98.73,22,Item_H
374,1,2023-02-10,49,402.33,8,Item_A
375,3,2023-09-30,18,219.12,1,Item_C
376,10,2023-07-10,49,254.44,22,Item_J
377,8,2023-03-05,29,489.2,22,Item_H
378,6,2023-08-26,5,208.4,13,Item_F
379,8,2023-09-24,21,433.94,16,Item_H
380,5,2023-04-06,47,210.16,28,Item_E
381,10,2023-07-26,21,182.81,7,Item_J
382,1,2023-07-31,49,282.0,3,Item_A
383,1,2023-02-03,33,282.2,14,Item_A
384,7,2023-01-16,18,236.37,10,Item_G
385,6,2023-05-11,29,160.19,18,Item_F
386,7,2023-10-15,14,322.76,24,Item_G
387,1,2023-05-13,3,61.37,25,Item_A
388,6,2023-07-18,26,480.06,20,Item_F
389,1,2023-09-24,1,392.85,26,Item_A
390,10,2023-08-19,8,40.68,29,Item_J
391,1,2023-03-10,48,227.18,6,Item_A
392,9,2023-03-05,41,354.24,5,Item_I
393,8,2023-05-14,49,283.95,14,Item_H
394,6,2023-02-24,34,99.22,17,Item_F
395,5,2023-02-18,38,145.81,1,Item_E
396,2,2023-10-05,32,161.51,2,Item_B
397,4,2023-07-28,13,144.22,19,Item_D
398,2,2023-03-08,32,323.84,1,Item_B
399,7,2023-01-30,3,392.06,23,Item_G
400,4,2023-02-27,43,397.1,3,Item_D
401,6,2023-12-17,13,2.7,1,Item_F
402,1,2023-08-05,10,233.81,27,Item_A
403,3,2023-05-25,42,202.8,14,Item_C
404,3,2023-06-21,8,370.89,4,Item_C
405,7,2023-06-19,18,86.0,5,Item_G
406,8,2023-08-01,31,226.16,10,Item_H
407,3,2023-04-22,26,101.98,16,Item_C
408,1,2023-02-23,28,498.75,14,Item_A
409,2,2023-01-23,21,408.81,9,Item_B
410,2,2023-08-02,18,305.44,5,Item_B
411,9,2023-09-01,22,289.15,30,Item_I
412,7,2023-01-11,23,464.6,26,Item_G
413,8,2023-10-17,43,194.58,2,Item_H
414,5,2023-02-06,10,82.75,14,Item_E
415,8,2023-01-06,47,145.78,5,Item_H
416,4,2023-11-06,34,402.42,8,Item_D
417,10,2023-05-02,2,320.05,14,Item_J
418,10,2023-07-01,39,397.76,19,Item_J
419,10,2023-05-31,17,408.75,27,Item_J
420,4,2023-09-04,3,265.2,15,Item_D
421,1,2023-08-04,17,486.59,17,Item_A
422,8,2023-06-14,13,84.19,21,Item_H
423,8,2023-06-03,44,12.53,19,Item_H
424,5,2023-05-08,41,431.25,15,Item_E
425,5,2023-07-06,41,210.72,22,Item_E
426,6,2023-03-26,35,10.74,14,Item_F
427,6,2023-02-22,19,435.8,20,Item_F
428,2,2023-01-05,35,349.41,13,Item_B
429,1,2023-07-21,42,294.67,24,Item_A
430,6,2023-05-26,47,134.21,16,Item_F
431,9,2023-04-28,16,273.25,25,Item_I
432,5,2023-02-20,17,44.95,27,Item_E
433,4,2023-09-06,35,269.74,2,Item_D
434,6,2023-02-23,26,275.96,2,Item_F
435,9,2023-09-07,23,120.76,10,Item_I
436,3,2023-01-08,5,218.37,21,Item_C
437,1,2023-12-06,18,395.47,25,Item_A
438,7,2023-04-15,30,224.56,14,Item_G
439,3,2023-11-22,5,224.42,19,Item_C
440,7,2023-06-23,4,147.39,4,Item_G
441,6,2023-04-28,44,72.8,19,Item_F
442,8,2023-11-13,44,165.78,8,Item_H
443,6,2023-05-11,23,169.82,14,Item_F
444,7,2023-06-08,33,308.2,24,Item_G
445,5,2023-09-19,48,23.71,5,Item_E
446,2,2023-04-15,31,395.13,20,Item_B
447,4,2023-01-03,34,243.49,19,Item_D
448,4,2023-06-26,7,350.8,11,Item_D
449,3,2023-11-14,19,230.44,18,Item_C
450,5,2023-07-23,11,65.01,30,Item_E
451,3,2023-05-25,24,78.93,30,Item_C
452,9,2023-05-21,47,243.01,11,Item_I
453,10,2023-07-04,24,24.42,6,Item_J
454,6,2023-08-13,39,341.27,6,Item_F
455,2,2023-07-09,18,229.22,15,Item_B
456,3,2023-08-04,9,492.69,10,Item_C
457,9,2023-10-25,24,127.15,21,Item_I
458,2,2023-02-01,7,370.23,17,Item_B
459,7,2023-04-06,31,192.57,7,Item_G
460,5,2023-04-15,40,349.43,28,Item_E
461,3,2023-09-07,42,171.96,20,Item_C
462,6,2023-06-25,27,367.87,4,Item_F
463,9,2023-11-07,9,397.66,8,Item_I
464,9,2023-01-21,38,264.04,30,Item_I
465,6,2023-05-28,40,326.49,3,Item_F
466,10,2023-08-08,39,9.33,21,Item_J
467,1,2023-12-02,17,7.34,17,Item_A
468,1,2023-02-05,46,89.37,14,Item_A
469,5,2023-03-14,17,448.98,12,Item_E
470,2,2023-03-11,6,229.44,24,Item_B
471,5,2023-08-28,22,217.02,4,Item_E
472,1,2023-05-10,17,93.34,17,Item_A
473,8,2023-08-26,39,97.35,17,Item_H
474,2,2023-06-15,49,11.22,2,Item_B
475,10,2023-09-17,42,468.51,25,Item_J
476,7,2023-02-06,12,122.07,4,Item_G
477,9,2023-02-09,22,113.06,19,Item_I
478,10,2023-05-19,36,462.33,12,Item_J
479,3,2023-07-31,44,335.77,23,Item_C
480,5,2023-06-04,13,249.81,5,Item_E
481,3,2023-11-07,49,92.8,13,Item_C
482,3,2023-07-19,46,241.12,12,Item_C
483,8,2023-08-23,36,462.2,22,Item_H
484,5,2023-12-21,1,376.8,25,Item_E
485,5,2023-05-31,39,304.63,24,Item_E
486,9,2023-03-21,19,497.89,19,Item_I
487,5,2023-03-25,39,166.11,9,Item_E
488,4,2023-02-20,17,138.39,7,Item_D
489,3,2023-02-05,49,335.23,19,Item_C
490,5,2023-08-23,27,262.7,17,Item_E
491,5,2023-12-25,24,251.56,11,Item_E
492,8,2023-07-01,4,434.24,10,Item_H
493,4,2023-05-02,45,459.65,29,Item_D
494,2,2023-03-26,32,246.24,24,Item_B
495,5,2023-11-08,42,427.41,6,Item_E
496,2,2023-09-17,6,324.07,26,Item_B
497,2,2023-12-11,28,49.74,15,Item_B
498,5,2023-09-21,32,38.74,1,Item_E
499,10,2023-09-10,8,382.02,23,Item_J
500,9,2023-02-14,5,87.38,17,Item_I
501,5,2023-10-08,25,306.48,12,Item_E
502,9,2023-11-04,14,306.82,21,Item_I
503,8,2023-07-01,4,90.34,7,Item_H
504,1,2023-12-24,7,357.01,19,Item_A
505,9,2023-06-20,33,136.8,28,Item_I
506,10,2023-11-17,30,49.37,14,Item_J
507,7,2023-07-03,28,382.92,25,Item_G
508,2,2023-05-22,12,185.15,7,Item_B
509,1,2023-07-22,24,413.59,25,Item_A
510,4,2023-05-29,15,287.56,27,Item_D
511,7,2023-06-19,34,84.92,29,Item_G
512,3,2023-06-21,25,424.47,21,Item_C
513,4,2023-11-12,11,260.98,20,Item_D
514,1,2023-12-04,37,168.36,5,Item_A
515,4,2023-05-21,37,190.21,20,Item_D
516,9,2023-06-03,21,296.89,20,Item_I
517,8,2023-08-08,17,323.11,17,Item_H
518,5,2023-06-26,37,168.61,3,Item_E
519,10,2023-06-15,13,216.46,7,Item_J
520,7,2023-09-18,11,99.71,3,Item_G
521,3,2023-09-05,38,383.39,17,Item_C
522,3,2023-10-15,15,147.52,16,Item_C
523,8,2023-05-11,28,108.07,8,Item_H
524,4,2023-12-18,5,258.58,15,Item_D
525,8,2023-12-14,22,343.56,2,Item_H
526,4,2023-09-30,13,222.88,15,Item_D
527,7,2023-07-25,3,365.35,25,Item_G
528,10,2023-01-05,11,132.17,1,Item_J
529,8,2023-10-24,40,65.51,27,Item_H
530,9,2023-06-29,44,143.56,11,Item_I
531,2,2023-08-28,4,346.67,22,Item_B
532,2,2023-07-07,10,26.76,24,Item_B
533,1,2023-10-20,7,178.94,20,Item_A
534,8,2023-05-31,21,417.22,24,Item_H
535,5,2023-10-16,21,87.07,15,Item_E
536,7,2023-11-14,42,15.88,1,Item_G
537,5,2023-09-22,21,158.28,7,Item_E
538,6,2023-08-09,42,242.47,18,Item_F
539,5,2023-11-09,24,291.81,5,Item_E
540,5,2023-06-20,9,214.18,16,Item_E
541,3,2023-07-03,34,146.13,2,Item_C
542,5,2023-10-11,37,135.12,20,Item_E
543,7,2023-09-11,24,436.53,19,Item_G
544,1,2023-08-19,29,438.57,5,Item_A
545,1,2023-09-25,45,136.2,6,Item_A
546,8,2023-07-29,36,254.84,17,Item_H
547,6,2023-07-03,3,55.78,21,Item_F
548,3,2023-11-24,29,88.25,6,Item_C
549,8,2023-01-26,6,427.96,7,Item_H
550,1,2023-10-06,7,34.83,19,Item_A
551,7,2023-08-27,3,48.49,12,Item_G
552,8,2023-04-28,22,494.98,8,Item_H
553,4,2023-05-17,22,10.89,20,Item_D
554,10,2023-03-22,46,269.98,4,Item_J
555,4,2023-11-07,23,321.77,30,Item_D
556,3,2023-10-05,3,47.38,2,Item_C
557,5,2023-07-14,13,36.08,4,Item_E
558,7,2023-03-14,9,210.09,7,Item_G
559,4,2023-06-03,2,491.78,10,Item_D
560,2,2023-03-05,15,196.42,29,Item_B
561,7,2023-06-04,35,209.28,15,Item_G
562,6,2023-12-19,49,301.64,20,Item_F
563,7,2023-03-11,4,496.34,22,Item_G
564,4,2023-03-09,38,262.2,17,Item_D
565,3,2023-12-30,13,450.64,17,Item_C
566,6,2023-07-11,28,22.08,30,Item_F
567,7,2023-08-17,6,405.09,5,Item_G
568,8,2023-04-23,28,411.06,2,Item_H
569,10,2023-11-24,6,251.39,27,Item_J
570,7,2023-05-12,26,82.52,16,Item_G
571,8,2023-05-14,26,326.2,9,Item_H
572,8,2023-01-07,41,248.56,12,Item_H
573,5,2023-03-04,33,110.7,4,Item_E
574,6,2023-08-15,1,122.93,2,Item_F
575,2,2023-06-14,14,359.85,1,Item_B
576,6,2023-03-15,1,221.57,21,Item_F
577,2,2023-09-12,36,430.93,3,Item_B
578,3,2023-05-23,13,166.77,15,Item_C
579,7,2023-10-10,42,449.57,15,Item_G
580,9,2023-03-10,10,480.54,26,Item_I
